totalprice,xiaoqu,hux,mianji,chaoxiang,zhaungxiu,,dizhi,following,alreadylooked,fabu
288万,华远大厦  , 2室1厅 , 87.07平米 , 南 北 , 简装 ,,  古荡,2人关注 , 共0次带看 , 1个月以前发布
420万,莫干山路347号  , 2室1厅 , 60.16平米 , 南 , 简装 ,,  学军,0人关注 , 共0次带看 , 1个月以前发布
510万,政新花园  , 3室2厅 , 91.48平米 , 南 , 其他 ,,  文一西路,1人关注 , 共3次带看 , 1个月以前发布
206万,兰韵天城  , 2室1厅 , 55.4平米 , 南 , 其他 ,,  三墩,16人关注 , 共0次带看 , 28天以前发布
580万,求智巷  , 2室1厅 , 54.41平米 , 南 , 简装 ,,  学军,1人关注 , 共0次带看 , 27天以前发布
239万,翠苑一区  , 2室1厅 , 50.95平米 , 南 , 其他 ,,  翠苑,11人关注 , 共0次带看 , 21天以前发布
300万,华门自由21世纪  , 1室1厅 , 59.24平米 , 北 , 其他 ,,  文教,2人关注 , 共0次带看 , 19天以前发布
420万,嘉绿景苑东园  , 2室2厅 , 107.83平米 , 南 北 , 精装 ,,  文三西路,1人关注 , 共0次带看 , 18天以前发布
558万,西溪河东  , 2室2厅 , 63.52平米 , 南 , 简装 ,,  学军,3人关注 , 共0次带看 , 14天以前发布
165万,翠苑四区  , 1室1厅 , 39.34平米 , 南 , 其他 ,,  翠苑,1人关注 , 共0次带看 , 14天以前发布
340万,金地自在城  , 2室1厅 , 85.26平米 , 南 北 , 其他 ,,  三墩,3人关注 , 共0次带看 , 12天以前发布
545万,南都银座公寓  , 3室2厅 , 113.67平米 , 南 北 , 简装 ,,  嘉绿,13人关注 , 共0次带看 , 7个月以前发布
350万,溪畔花园  , 2室1厅 , 56.15平米 , 南 , 精装 ,,  文教,30人关注 , 共2次带看 , 6个月以前发布
205万,金海公寓  , 2室2厅 , 48.26平米 , 南 , 简装 ,,  文三西路,22人关注 , 共2次带看 , 5个月以前发布
600万,文二路21号  , 3室1厅 , 75.65平米 , 南 北 , 毛坯 ,,  学军,4人关注 , 共1次带看 , 4个月以前发布
448万,上郡  , 2室2厅 , 89.5平米 , 南 , 精装 ,,  申花,6人关注 , 共1次带看 , 3个月以前发布
725万,恒升花苑  , 3室2厅 , 115.7平米 , 南 北 , 简装 ,,  文三,7人关注 , 共1次带看 , 2个月以前发布
340万,金地自在城  , 3室1厅 , 88.1平米 , 南 , 精装 ,,  三墩,12人关注 , 共1次带看 , 1个月以前发布
325万,九莲新村  , 3室1厅 , 84.19平米 , 南 北 , 简装 ,,  九莲,73人关注 , 共0次带看 , 一年前发布
610万,文二新村  , 2室2厅 , 65.72平米 , 南 北 , 精装 ,,  学军,61人关注 , 共2次带看 , 一年前发布
260万,古荡新村西区  , 2室1厅 , 61.08平米 , 南 北 , 简装 ,,  古荡,46人关注 , 共3次带看 , 一年前发布
430万,坤和和家园  , 3室1厅 , 88.8平米 , 南 北 , 精装 ,,  西溪,108人关注 , 共1次带看 , 一年前发布
375万,亚洲城花园  , 2室1厅 , 100.94平米 , 南 北 , 简装 ,,  古荡,20人关注 , 共0次带看 , 11个月以前发布
580万,紫金文苑  , 4室2厅 , 150.81平米 , 南 , 简装 ,,  申花,100人关注 , 共0次带看 , 10个月以前发布
620万,金都城市芯宇  , 2室2厅 , 104平米 , 南 北 , 简装 ,,  文教,9人关注 , 共4次带看 , 10个月以前发布
268万,翠苑五区  , 2室1厅 , 65.32平米 , 东南 , 简装 ,,  翠苑,104人关注 , 共1次带看 , 9个月以前发布
265万,黄姑山小区  , 3室1厅 , 65.02平米 , 南 , 简装 ,,  古荡,40人关注 , 共0次带看 , 9个月以前发布
535万,恩济花苑  , 3室2厅 , 106.05平米 , 东 南 , 精装 ,,  文一西路,19人关注 , 共0次带看 , 8个月以前发布
260万,紫金公寓  , 2室1厅 , 58.24平米 , 南 , 精装 ,,  文三西路,37人关注 , 共4次带看 , 8个月以前发布
420万,坤和和家园  , 3室2厅 , 88.8平米 , 南 北 , 简装 ,,  西溪,22人关注 , 共0次带看 , 5个月以前发布
340万,金地自在城  , 3室2厅 , 89平米 , 南 北 , 精装 ,,  三墩,11人关注 , 共12次带看 , 4个月以前发布
178万,都市阳光嘉苑  , 2室1厅 , 61.55平米 , 南 , 精装 ,,  良渚,62人关注 , 共15次带看 , 4个月以前发布
620万,政苑小区  , 3室2厅 , 140.79平米 , 南 北 , 精装 ,,  申花,17人关注 , 共7次带看 , 2个月以前发布
490万,政苑小区  , 3室1厅 , 99.63平米 , 南 , 简装 ,,  申花,10人关注 , 共6次带看 , 2个月以前发布
275万,润达花园  , 3室2厅 , 85.28平米 , 南 北 , 简装 ,,  三墩,18人关注 , 共5次带看 , 1个月以前发布
550万,嘉绿名苑  , 3室2厅 , 104.56平米 , 南 , 精装 ,,  嘉绿,7人关注 , 共7次带看 , 1个月以前发布
205万,莲花新村西区  , 1室1厅 , 48.45平米 , 南 , 简装 ,,  文三西路,6人关注 , 共5次带看 , 11个月以前发布
192万,莲花新村西区  , 1室1厅 , 44.32平米 , 南 , 简装 ,,  文三西路,32人关注 , 共5次带看 , 10个月以前发布
420万,嘉绿文苑  , 2室2厅 , 88.26平米 , 南 北 , 精装 ,,  嘉绿,47人关注 , 共13次带看 , 9个月以前发布
260万,翠苑五区  , 2室2厅 , 79.26平米 , 南 北 , 精装 ,,  翠苑,130人关注 , 共10次带看 , 7个月以前发布
400万,花园南村  , 2室1厅 , 60.65平米 , 南 北 , 精装 ,,  文教,65人关注 , 共12次带看 , 7个月以前发布
195万,乾成园  , 2室1厅 , 61.5平米 , 南 , 简装 ,,  三墩,42人关注 , 共9次带看 , 5个月以前发布
405万,山涧苑  , 3室2厅 , 113.31平米 , 南 , 简装,,  转塘,7人关注 , 共0次带看 , 5个月以前发布
220万,翠苑一区  , 2室1厅 , 48.81平米 , 南 , 其他 ,,  翠苑,3人关注 , 共7次带看 , 5个月以前发布
198万,翠苑二区  , 2室1厅 , 46.02平米 , 南 , 简装 ,,  翠苑,21人关注 , 共2次带看 , 5个月以前发布
480万,耀江文鼎苑  , 1室1厅 , 58.6平米 , 南 , 精装 ,,  申花,15人关注 , 共5次带看 , 4个月以前发布
380万,恩济花苑  , 2室2厅 , 72平米 , 南 , 其他 ,,  文一西路,5人关注 , 共5次带看 , 4个月以前发布
605万,坤和西溪里  , 3室2厅 , 137.85平米 , 南 北 , 毛坯 ,,  西溪,22人关注 , 共13次带看 , 3个月以前发布
460万,梧桐公寓  , 1室1厅 , 74.85平米 , 东 , 精装 ,,  文教,8人关注 , 共3次带看 , 3个月以前发布
536万,留博楼  , 2室1厅 , 72.96平米 , 南 , 精装 ,,  黄龙,5人关注 , 共4次带看 , 3个月以前发布
280万,莲花新村西区  , 2室1厅 , 58.19平米 , 南 北 , 简装 ,,  文三西路,1人关注 , 共7次带看 , 3个月以前发布
460万,嘉绿名苑  , 2室2厅 , 93.45平米 , 南 , 其他 ,,  嘉绿,3人关注 , 共6次带看 , 2个月以前发布
185万,融创瑷骊山  , 1室1厅 , 39.39平米 , 南 , 精装 ,,  转塘,0人关注 , 共1次带看 , 1个月以前发布
238万,翠苑一区  , 2室1厅 , 51.33平米 , 南 北 , 其他 ,,  翠苑,3人关注 , 共3次带看 , 1个月以前发布
350万,中兴公寓  , 2室2厅 , 75.05平米 , 南 北 , 其他 ,,  文三西路,1人关注 , 共1次带看 , 1个月以前发布
610万,耀江文鼎苑  , 2室1厅 , 88平米 , 南 , 简装 ,,  申花,1人关注 , 共1次带看 , 30天以前发布
290万,南都花园三区  , 2室1厅 , 67平米 , 南 , 其他 ,,  文一西路,0人关注 , 共1次带看 , 29天以前发布
314万,金源公寓(西湖)  , 4室2厅 , 104.7平米 , 南 北 , 其他 ,,  三墩,3人关注 , 共2次带看 , 24天以前发布
260万,茶市新村  , 2室1厅 , 74.05平米 , 南 北 , 简装,,  西溪,1人关注 , 共1次带看 , 22天以前发布
600万,嘉绿青苑  , 3室2厅 , 120平米 , 南 北 , 精装 ,,  嘉绿,27人关注 , 共12次带看 , 7个月以前发布
170万,云溪印象  , 3室1厅 , 70.03平米 , 南 , 简装 ,,  转塘,0人关注 , 共0次带看 , 19天以前发布
415万,白马尊邸  , 3室2厅 , 119.22平米 , 南 北 , 精装 ,,  三墩,93人关注 , 共5次带看 , 一年前发布
380万,亚洲城花园  , 3室1厅 , 100.97平米 , 南 , 简装 ,,  古荡,55人关注 , 共3次带看 , 一年前发布
395万,莫干山路633号  , 2室2厅 , 84.65平米 , 南 , 简装 ,,  文教,9人关注 , 共3次带看 , 一年前发布
400万,弥陀寺路  , 3室1厅 , 68平米 , 东 , 精装 ,,  黄龙,35人关注 , 共1次带看 , 一年前发布
340万,佳兆业玖珑山  , 4室2厅 , 87.36平米 , 南 , 毛坯 ,,  转塘,19人关注 , 共2次带看 , 11个月以前发布
315万,中海定山府  , 3室1厅 , 88.86平米 , 南 , 毛坯 ,,  转塘,28人关注 , 共3次带看 , 11个月以前发布
358万,西苑小区(西湖)  , 3室1厅 , 88.18平米 , 南 北 , 精装 ,,  嘉绿,44人关注 , 共16次带看 , 10个月以前发布
370万,西荡苑杏苑  , 3室1厅 , 83.13平米 , 南 , 精装 ,,  文三西路,41人关注 , 共7次带看 , 10个月以前发布
680万,绿城之江1号  , 4室2厅 , 186.14平米 , 南 , 毛坯 ,,  转塘,41人关注 , 共2次带看 , 10个月以前发布
430万,金成花园  , 3室2厅 , 108.08平米 , 南 北 , 精装 ,,  文一西路,145人关注 , 共3次带看 , 10个月以前发布
650万,融创河滨之城  , 4室2厅 , 118.83平米 , 南 , 毛坯,,  西溪,53人关注 , 共6次带看 , 9个月以前发布
820万,今日嘉园  , 3室1厅 , 138平米 , 南 , 简装 ,,  文教,14人关注 , 共2次带看 , 9个月以前发布
300万,友谊新村  , 2室1厅 , 54.33平米 , 南 , 精装 ,,  黄龙,79人关注 , 共6次带看 , 9个月以前发布
430万,云溪香山  , 3室2厅 , 136.9平米 , 南 , 毛坯 ,,  转塘,13人关注 , 共1次带看 , 8个月以前发布
640万,万科坤和玉泉   , 叠拼别墅 , 4室2厅 , 138.36平米 , 南 北 ,,  西溪,157人关注 , 共5次带看 , 7个月以前发布
320万,东日晴好  , 2室2厅 , 89.92平米 , 南 , 精装 ,,  转塘,17人关注 , 共6次带看 , 6个月以前发布
430万,云溪香山  , 4室2厅 , 173.54平米 , 南 , 简装 ,,  转塘,16人关注 , 共0次带看 , 4个月以前发布
295万,中海定山府  , 2室1厅 , 85.46平米 , 南 , 简装 ,,  转塘,12人关注 , 共4次带看 , 3个月以前发布
270万,东日晴好  , 3室2厅 , 89平米 , 南 北 , 其他 ,,  转塘,9人关注 , 共11次带看 , 1个月以前发布
840万,金色蓝庭  , 4室2厅 , 143.51平米 , 西南 , 精装 ,,  嘉绿,29人关注 , 共16次带看 , 1个月以前发布
230万,翠苑一区  , 2室1厅 , 47.46平米 , 南 北 , 简装 ,,  翠苑,12人关注 , 共0次带看 , 8个月以前发布
435万,金海公寓  , 3室2厅 , 107.39平米 , 南 北 , 精装 ,,  文三西路,7人关注 , 共0次带看 , 5个月以前发布
695万,山水人家美林泉  , 4室2厅 , 147.32平米 , 南 , 精装 ,,  文三西路,5人关注 , 共1次带看 , 3个月以前发布
175万,复地黄龙和山  , 2室2厅 , 51.76平米 , 南 , 精装 ,,  西溪,31人关注 , 共0次带看 , 3个月以前发布
338万,嘉绿西苑  , 2室1厅 , 68.65平米 , 南 , 简装 ,,  嘉绿,11人关注 , 共8次带看 , 2个月以前发布
233万,翠苑二区  , 2室1厅 , 56.56平米 , 南 北 , 简装 ,,  翠苑,74人关注 , 共0次带看 , 一年前发布
290万,赞成岭上花苑  , 2室2厅 , 88.76平米 , 南 , 毛坯 ,,  转塘,3人关注 , 共0次带看 , 一年前发布
880万,枫华府第  , 3室2厅 , 155.2平米 , 南 北 , 简装 ,,  翠苑,18人关注 , 共1次带看 , 一年前发布
305万,物华小区  , 2室2厅 , 78.11平米 , 南 北 , 简装 ,,  嘉绿,59人关注 , 共0次带看 , 一年前发布
225万,翠苑二区  , 2室1厅 , 56.37平米 , 南 , 简装 ,,  翠苑,22人关注 , 共2次带看 , 11个月以前发布
585万,明珠公寓  , 3室2厅 , 145.17平米 , 南 , 精装 ,,  翠苑,27人关注 , 共4次带看 , 11个月以前发布
230万,翠苑一区  , 2室1厅 , 47.9平米 , 南 北 , 精装 ,,  翠苑,23人关注 , 共0次带看 , 10个月以前发布
220万,翠苑一区  , 2室1厅 , 53.55平米 , 南 , 简装 ,,  翠苑,61人关注 , 共1次带看 , 10个月以前发布
436万,华门自由21世纪  , 2室1厅 , 103.08平米 , 南 , 简装 ,,  文教,4人关注 , 共0次带看 , 9个月以前发布
590万,雅仕苑  , 3室2厅 , 124.5平米 , 南 , 简装 ,,  文一西路,19人关注 , 共1次带看 , 8个月以前发布
695万,坤和和家园  , 4室2厅 , 178.3平米 , 南 , 毛坯 ,,  西溪,54人关注 , 共1次带看 , 7个月以前发布
185万,乾成园  , 2室1厅 , 61.53平米 , 南 , 精装 ,,  三墩,157人关注 , 共12次带看 , 7个月以前发布
850万,西溪蝶园二期  , 3室2厅 , 174平米 , 南 , 精装 ,,  西溪,34人关注 , 共4次带看 , 7个月以前发布
780万,兴财名都苑  , 4室2厅 , 162.1平米 , 南 , 简装 ,,  文教,20人关注 , 共1次带看 , 7个月以前发布
410万,香樟公寓  , 3室2厅 , 93.34平米 , 南 北 , 简装 ,,  文三西路,19人关注 , 共6次带看 , 7个月以前发布
500万,沁雅花园  , 4室2厅 , 155.36平米 , 南 , 精装 ,,  文三西路,88人关注 , 共1次带看 , 6个月以前发布
390万,坤和西溪里璞园  , 2室2厅 , 86.86平米 , 南 , 简装 ,,  西溪,30人关注 , 共0次带看 , 6个月以前发布
600万,世纪新城西区  , 3室1厅 , 111.75平米 , 南 , 精装 ,,  嘉绿,62人关注 , 共4次带看 , 5个月以前发布
498万,名仕家园  , 2室2厅 , 96.18平米 , 南 , 简装 ,,  文一西路,19人关注 , 共2次带看 , 5个月以前发布
380万,枫华府第  , 2室1厅 , 77.94平米 , 东 , 简装 ,,  翠苑,103人关注 , 共0次带看 , 5个月以前发布
300万,天阳云筑  , 2室2厅 , 85.89平米 , 南 , 简装 ,,  转塘,3人关注 , 共1次带看 , 5个月以前发布
370万,之江九里  , 2室1厅 , 82.51平米 , 南 , 精装 ,,  之江,6人关注 , 共4次带看 , 5个月以前发布
360万,府苑新村  , 2室1厅 , 83平米 , 南 , 简装 ,,  文三西路,19人关注 , 共3次带看 , 4个月以前发布
255万,人和家园  , 3室2厅 , 124.33平米 , 南 , 精装 ,,  留下,104人关注 , 共4次带看 , 4个月以前发布
600万,融信杭州公馆  , 3室2厅 , 88.72平米 , 南 北 , 其他,,  文教,7人关注 , 共4次带看 , 4个月以前发布
680万,星洲花园花柏美舍  , 3室2厅 , 132.19平米 , 南 , 简装 ,,  文一西路,17人关注 , 共3次带看 , 3个月以前发布
266万,天苑花园  , 2室1厅 , 72.77平米 , 东南 , 简装 ,,  翠苑,30人关注 , 共9次带看 , 3个月以前发布
340万,赞成岭上花苑  , 3室2厅 , 129.76平米 , 南 , 精装 ,,  转塘,9人关注 , 共4次带看 , 2个月以前发布
350万,金地自在城  , 3室2厅 , 89.69平米 , 南 , 精装 ,,  三墩,23人关注 , 共5次带看 , 2个月以前发布
470万,嘉绿景苑东园  , 3室2厅 , 106.53平米 , 南 北 , 其他 ,,  文三西路,5人关注 , 共0次带看 , 20天以前发布
182万,中兴公寓  , 1室1厅 , 41.94平米 , 南 , 简装 ,,  文三西路,10人关注 , 共1次带看 , 7个月以前发布
325万,翠苑东二区  , 2室1厅 , 74.69平米 , 南 北 , 其他 ,,  文教,0人关注 , 共1次带看 , 5个月以前发布
180万,墩莳家园  , 2室2厅 , 62.77平米 , 南 , 毛坯 ,,  良渚,10人关注 , 共6次带看 , 5个月以前发布
170万,云溪印象  , 2室1厅 , 70.03平米 , 南 , 其他 ,,  转塘,0人关注 , 共1次带看 , 4个月以前发布
195万,泊林漫谷  , 2室2厅 , 94.09平米 , 南 北 , 毛坯 ,,  小和山,61人关注 , 共3次带看 , 4个月以前发布
342万,广宇西城年华  , 2室1厅 , 56.99平米 , 南 , 精装 ,,  申花,1人关注 , 共1次带看 , 3个月以前发布
210万,梦湖山庄  , 1室1厅 , 63.08平米 , 东 , 简装 ,,  之江,3人关注 , 共1次带看 , 3个月以前发布
155万,金地自在城  , 1室1厅 , 36.94平米 , 南 , 其他 ,,  三墩,23人关注 , 共7次带看 , 1个月以前发布
135万,马也美上  , 2室1厅 , 60平米 , 南 , 精装 ,,  转塘,59人关注 , 共3次带看 , 一年前发布
340万,中旅紫金名门  , 2室2厅 , 86.65平米 , 南 , 毛坯,,  申花,49人关注 , 共3次带看 , 7个月以前发布
370万,中旅紫金名门  , 3室2厅 , 88.41平米 , 南 北 , 毛坯,,  申花,8人关注 , 共4次带看 , 4个月以前发布
638万,嘉绿莲苑  , 3室2厅 , 131.18平米 , 南 , 简装 ,,  嘉绿,9人关注 , 共6次带看 , 一年前发布
410万,坤和和家园  , 3室2厅 , 88.94平米 , 南 , 毛坯 ,,  西溪,56人关注 , 共0次带看 , 11个月以前发布
515万,嘉绿莲苑  , 3室2厅 , 128.55平米 , 南 , 简装 ,,  嘉绿,24人关注 , 共7次带看 , 8个月以前发布
326万,枫华府第  , 1室1厅 , 58.32平米 , 南 , 简装 ,,  翠苑,8人关注 , 共1次带看 , 6个月以前发布
465万,高教新村  , 3室1厅 , 86平米 , 南 , 其他 ,,  文一西路,13人关注 , 共7次带看 , 4个月以前发布
530万,桃源春居  , 4室2厅 , 176.15平米 , 南 , 精装 ,,  嘉绿,2人关注 , 共0次带看 , 1个月以前发布
2200万,绿城兰桂花园   , 联排别墅 , 5室2厅 , 238.89平米 , 南 北 , 无电梯,  文一西路,2人关注 , 共0次带看 , 18天以前发布
1100万,西溪天堂悦居  , 3室2厅 , 236.6平米 , 南 , 精装 ,,  文三西路,6人关注 , 共0次带看 , 10个月以前发布
630万,西溪天堂悦居  , 2室2厅 , 154.7平米 , 南 北 , 精装 ,,  文三西路,13人关注 , 共0次带看 , 4个月以前发布
333万,皇朝城市花园  , 2室2厅 , 82.1平米 , 南 北 , 简装 ,,  文三西路,9人关注 , 共0次带看 , 3个月以前发布
345万,中海定山府  , 2室2厅 , 88.62平米 , 南 , 精装 ,,  转塘,1人关注 , 共0次带看 , 1个月以前发布
1200万,嘉南公寓吟泉居   , 联排别墅 , 4室2厅 , 190.89平米 , 南 , 无电梯,  文一西路,19人关注 , 共0次带看 , 一年前发布
270万,翠苑二区  , 3室1厅 , 60.17平米 , 东 南 北 , 简装 ,,  翠苑,26人关注 , 共1次带看 , 10个月以前发布
325万,九莲新村  , 3室1厅 , 80.52平米 , 南 , 简装 ,,  九莲,30人关注 , 共0次带看 , 10个月以前发布
500万,恩济花苑  , 3室2厅 , 98.07平米 , 南 , 精装 ,,  文一西路,44人关注 , 共0次带看 , 9个月以前发布
400万,华苑公寓  , 3室1厅 , 70.8平米 , 南 , 精装 ,,  文一西路,25人关注 , 共0次带看 , 8个月以前发布
325万,融创瑷骊山  , 2室1厅 , 85.9平米 , 西南 , 精装 ,,  转塘,35人关注 , 共0次带看 , 7个月以前发布
450万,德雅花园  , 3室1厅 , 90.65平米 , 南 北 , 精装 ,,  文教,10人关注 , 共2次带看 , 7个月以前发布
510万,三墩颐景园  , 3室2厅 , 129.38平米 , 南 北 , 简装 ,,  三墩,3人关注 , 共1次带看 , 7个月以前发布
315万,中海定山府  , 2室1厅 , 85.36平米 , 南 , 精装 ,,  转塘,7人关注 , 共0次带看 , 7个月以前发布
560万,协安紫郡  , 3室2厅 , 138.42平米 , 南 北 , 毛坯 ,,  三墩,11人关注 , 共0次带看 , 7个月以前发布
310万,白马尊邸  , 2室2厅 , 85平米 , 南 , 简装 ,,  三墩,42人关注 , 共1次带看 , 7个月以前发布
305万,赞成岭上花苑  , 2室1厅 , 88.87平米 , 南 北 , 精装 ,,  转塘,24人关注 , 共0次带看 , 7个月以前发布
